MOD1;MOD2;Sigla;Regional;Mês;Quantidade coletas aterro;Quantidade coletas compostagem;Quantidade coletas recicalgem;Quantidade coletas sebo e osso;Peso aterro;Peso compostagem;Peso recicláveis;Peso sebo e osso;Porcentagem aterro;Porcentagem compostagem;Porcentagem recicláveis;Porcentagem sebo e osso;Budget recicláveis;Venda SAP recicláveis;Venda parceiros recicláveis;Valor venda seo e osso;Venda PGC;Venda Perecíveis;Venda PGC + Perecíveis;Indicador Aterro;Indicador compostagem;Indicador Reciclagem;Indicador sebo e osso;MTR Aterro;MTR compostagem;MTR Reciclagem;MTR sebo e osso;MTR 4a via faltando;Qualidade das rondas;Numero de eventos rondas;Numero de eventos rondas 0
B. D.FEDERAL43282;PS243282;PS2;B. D.FEDERAL;01/07/2018;13;0;6;0;28 590;0;3 416;0;89,33%;;10,67%;;0;1 060;870;0;1 555;923;2 478;11,54;;1,38;;0;0;0;0;0;91;106;
B. MG CENTRO43282;MAZ43282;MAZ;B. MG CENTRO;01/07/2018;26;25;15;5;9 032;6 976;2 729;401;47,19%;36,45%;14,26%;2,10%;0;260;391;12;873;330;1 202;7,51;5,8;2,27;0,33;26;24;10;6;0;84;34;
B. MG CENTRO43282;MEU43282;MEU;B. MG CENTRO;01/07/2018;26;26;25;9;9 042;8 863;3 250;511;41,73%;40,91%;15,00%;2,36%;0;638;558;15;981;377;1 358;6,66;6,53;2,39;0,38;25;25;25;9;0;99;5;
B. MG CENTRO43282;MFL43282;MFL;B. MG CENTRO;01/07/2018;26;21;25;6;11 927;3 255;2 831;420;64,70%;17,66%;15,36%;2,28%;0;0;441;13;1 406;526;1 931;6,18;1,69;1,47;0,22;26;20;23;5;0;91;0;
B. MG CENTRO43282;MGJ43282;MGJ;B. MG CENTRO;01/07/2018;26;25;26;6;8 155;2 349;2 445;633;60,04%;17,29%;18,00%;4,66%;0;288;333;19;788;364;1 152;7,08;2,04;2,12;0,55;26;24;26;6;0;96;0;
B. MG CENTRO43282;MHM43282;MHM;B. MG CENTRO;01/07/2018;26;24;24;7;7 835;7 687;3 644;642;39,55%;38,81%;18,40%;3,24%;0;623;579;19;1 118;402;1 520;5,15;5,06;2,4;0,42;26;25;16;7;0;93;0;
B. MG CENTRO43282;MPR43282;MPR;B. MG CENTRO;01/07/2018;26;25;26;2;2 126;6 853;2 195;147;18,78%;60,53%;19,39%;1,30%;0;437;435;4;762;264;1 025;2,07;6,68;2,14;0,14;26;26;26;2;0;89;1;
B. MG CENTRO43282;MRG43282;MRG;B. MG CENTRO;01/07/2018;25;22;26;3;7 910;4 875;2 869;191;49,92%;30,77%;18,11%;1,21%;0;410;420;6;719;294;1 013;7,81;4,81;2,83;0,19;25;23;24;3;0;97;0;
B. MG CENTRO43282;MSC43282;MSC;B. MG CENTRO;01/07/2018;23;4;25;7;8 962;674;2 639;276;71,40%;5,37%;21,03%;2,20%;0;596;373;8;920;420;1 340;6,69;0,5;1,97;0,21;25;4;24;7;0;0;0;
B. MG SUL43282;MAK43282;MAK;B. MG SUL;01/07/2018;25;23;25;1;2 734;6 841;1 805;80;23,85%;59,70%;15,75%;0,70%;0;416;352;2;814;317;1 132;2,42;6,04;1,59;0,07;24;27;25;1;0;96;0;
B. MG SUL43282;MAN43282;MAN;B. MG SUL;01/07/2018;26;25;26;4;3 147;5 518;1 909;314;28,90%;50,68%;17,53%;2,88%;0;373;377;9;705;269;974;3,23;5,67;1,96;0,32;26;26;26;4;0;0;37;
B. MG SUL43282;MBZ43282;MBZ;B. MG SUL;01/07/2018;26;24;24;2;7 595;6 409;3 255;138;43,66%;36,84%;18,71%;0,79%;0;806;528;4;1 325;559;1 884;4,03;3,4;1,73;0,07;25;25;25;4;0;88;129;
B. MG SUL43282;MCE43282;MCE;B. MG SUL;01/07/2018;25;23;25;4;3 341;8 367;3 383;303;21,70%;54,35%;21,98%;1,97%;0;350;599;9;1 281;572;1 853;1,8;4,51;1,83;0,16;26;25;26;5;0;88;0;
B. MG SUL43282;MFU43282;MFU;B. MG SUL;01/07/2018;23;9;26;10;10 321;1 279;2 859;563;68,71%;8,51%;19,03%;3,75%;0;397;468;17;1 230;587;1 818;5,68;0,7;1,57;0,31;23;11;25;12;0;70;0;
B. MG SUL43282;MGU43282;MGU;B. MG SUL;01/07/2018;25;23;26;8;8 071;5 250;3 213;439;47,55%;30,93%;18,93%;2,59%;0;438;513;13;1 153;491;1 644;4,91;3,19;1,95;0,27;26;24;26;8;0;75;0;
B. MG SUL43282;MLS43282;MLS;B. MG SUL;01/07/2018;26;24;26;2;2 432;6 144;2 384;107;21,98%;55,52%;21,54%;0,96%;0;306;392;3;904;397;1 301;1,87;4,72;1,83;0,08;26;25;26;2;0;79;111;
B. MG SUL43282;MPA43282;MPA;B. MG SUL;01/07/2018;13;11;13;3;2 384;4 897;1 609;143;26,39%;54,21%;17,81%;1,58%;1 800;292;286;4;634;276;910;2,62;5,38;1,77;0,16;13;13;12;3;0;91;2;
B. MG SUL43282;MSI43282;MSI;B. MG SUL;01/07/2018;26;25;26;4;2 812;7 092;1 934;201;23,36%;58,91%;16,06%;1,67%;0;386;351;6;788;275;1 063;2,64;6,67;1,82;0,19;26;26;25;4;0;97;0;
B. SP CAPITAL43282;CMO43282;CMO;B. SP CAPITAL;01/07/2018;2;11;1;5;11 940;7 043;7 090;947;44,19%;26,07%;26,24%;3,50%;0;2 508;2 628;95;1 669;1 008;2 677;4,46;2,63;2,65;0,35;1;6;1;3;1;91;62;
B. SP CAPITAL43282;CNT43282;CNT;B. SP CAPITAL;01/07/2018;4;12;3;8;14 000;5 719;10 625;1 321;44,21%;18,06%;33,55%;4,17%;7 481;170;3 925;132;2 032;1 120;3 152;4,44;1,81;3,37;0,42;0;0;2;3;0;1;0;
B. SP CAPITAL43282;CPR43282;CPR;B. SP CAPITAL;01/07/2018;0;0;2;2;0;0;6 216;322;;;95,07%;4,93%;0;2 325;2 278;32;1 503;889;2 392;;;2,6;0,13;0;0;1;0;0;69;0;
B. SP CAPITAL43282;CSA43282;CSA;B. SP CAPITAL;01/07/2018;12;12;1;0;12 000;5 110;1 890;0;63,16%;26,90%;9,95%;;0;1 478;867;0;986;659;1 645;7,29;3,11;1,15;;12;5;1;0;4;74;60;
B. SP CAPITAL43282;CSB43282;CSB;B. SP CAPITAL;01/07/2018;0;1;2;0;0;426;7 560;0;;5,33%;94,67%;;8 056;2 983;2 983;0;2 139;1 048;3 188;;0,13;2,37;;0;0;2;0;0;100;0;
B. SP CAPITAL43282;CTB43282;CTB;B. SP CAPITAL;01/07/2018;8;0;1;4;9 970;0;5 340;212;64,23%;;34,40%;1,37%;0;2 005;1 992;21;1 725;942;2 666;3,74;;2;0,08;8;0;1;0;0;99;0;
B. SP CAPITAL43282;CVA43282;CVA;B. SP CAPITAL;01/07/2018;9;0;3;0;7 590;0;4 255;0;64,08%;;35,92%;;0;1 222;1 501;0;957;479;1 436;5,28;;2,96;;9;0;2;0;0;95;0;
B. SP INTERIOR43282;CAP43282;CAP;B. SP INTERIOR;01/07/2018;2;8;1;4;9 410;4 800;5 175;290;47,83%;24,40%;26,30%;1,47%;2 799;333;1 877;29;1 160;503;1 663;5,66;2,89;3,11;0,17;1;7;1;0;0;94;58;
B. SP INTERIOR43282;CCM43282;CCM;B. SP INTERIOR;01/07/2018;25;8;0;4;15 300;6 608;0;324;68,82%;29,72%;;1,46%;0;4;0;32;986;443;1 429;10,71;4,62;;0,23;0;0;0;0;0;0;0;
B. SP INTERIOR43282;CIN43282;CIN;B. SP INTERIOR;01/07/2018;0;0;0;9;0;0;0;1 266;;;;100,00%;0;127;0;127;1 900;838;2 738;;;;0,46;0;0;0;0;0;98;33;
B. SP INTERIOR43282;CIT43282;CIT;B. SP INTERIOR;01/07/2018;0;10;3;8;0;6 663;9 500;751;;39,39%;56,17%;4,44%;0;68;3 716;75;1 782;975;2 757;;2,42;3,45;0,27;0;8;2;0;0;95;18;
B. SP INTERIOR43282;CMM43282;CMM;B. SP INTERIOR;01/07/2018;0;0;0;0;0;0;0;0;;;;;0;0;0;0;963;413;1 375;;;;;0;0;0;0;0;100;0;
B. SP INTERIOR43282;CRB43282;CRB;B. SP INTERIOR;01/07/2018;26;0;4;0;17 044;0;4 997;0;77,33%;;22,67%;;0;0;1 852;0;1 327;718;2 045;8,33;;2,44;;19;0;1;0;19;0;0;
B. SP INTERIOR43282;CST43282;CST;B. SP INTERIOR;01/07/2018;0;10;0;11;0;6 663;0;648;;91,14%;;8,86%;0;66;0;65;1 152;500;1 652;;4,03;;0,39;0;8;0;0;0;98;0;
B. SP INTERIOR43282;CVN43282;CVN;B. SP INTERIOR;01/07/2018;2;9;1;5;11 820;10 099;5 190;1 075;41,94%;35,83%;18,41%;3,81%;0;2 237;1 944;108;1 573;642;2 216;5,33;4,56;2,34;0,49;1;8;1;0;1;100;0;
B. SP INTERIOR43282;GSC43282;GSC;B. SP INTERIOR;01/07/2018;0;0;0;0;0;0;0;0;;;;;0;0;0;0;1 186;628;1 814;;;;;0;0;0;0;0;93;0;
B. SP INTERIOR43282;GSF43282;GSF;B. SP INTERIOR;01/07/2018;0;0;0;0;0;0;0;0;;;;;0;0;0;0;1 302;734;2 036;;;;;0;0;0;0;0;76;0;
;;;;;0;0;2;0;0;0;0;0;;;;;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO OESTE/MANAUS43252;BAN43252;BAN;CENTRO OESTE/MANAUS;01/06/2018;10;;15;;40 500;;16 238;;71,38%;;28,62%;;0;4 073;4 073;0;4 873;1 628;6 500;6,23;;2,5;;4;0;0;0;3;0;46;
SP SUL43252;BCV43252;BCV;SP SUL;01/06/2018;1;0;10;4;7 930;2 400;10 770;1 338;35,34%;10,70%;48,00%;5,96%;4 878;4 787;4 439;134;3 586;1 514;5 100;1,56;1,59;2,11;0,88;1;2;2;1;1;95;21;
SP LESTE43252;BGU43252;BGU;SP LESTE;01/06/2018;2;0;8;5;8 480;2 400;3 206;1 157;55,63%;15,74%;21,03%;7,59%;2 728;1 555;1 317;116;2 373;779;3 152;2,69;3,08;1,02;1,49;1;4;2;1;1;92;68;
MINAS43252;BHA43252;BHA;MINAS;01/06/2018;1;0;8;3;4 200;6 850;8 910;1 370;19,69%;32,11%;41,77%;6,42%;4 379;1 408;1 379;41;2 795;836;3 631;1,16;8,19;2,45;1,64;2;5;3;2;;100;172;
MINAS43252;BHC43252;BHC;MINAS;01/06/2018;4;0;15;1;17 660;10 280;11 572;285;44,37%;25,83%;29,08%;0,72%;6 701;1 643;1 634;9;3 315;925;4 240;4,17;11,12;2,73;0,31;3;9;4;1;;61;0;MINAS43252
MINAS43252;BHD43252;BHD;MINAS;01/06/2018;2;0;10;5;12 450;7 550;11 656;1 602;37,44%;22,70%;35,05%;4,82%;3 830;1 620;1 589;48;2 890;850;3 739;3,33;8,88;3,12;1,89;2;5;3;5;;78;16;
MINAS43252;BHP43252;BHP;MINAS;01/06/2018;4;0;14;4;9 295;12 810;13 686;1 455;24,96%;34,39%;36,75%;3,91%;0;2 232;1 460;44;3 451;1 161;4 612;2,02;11,04;2,97;1,25;3;4;3;3;;81;62;
MINAS43252;BHS43252;BHS;MINAS;01/06/2018;1;0;21;4;7 640;15 275;15 166;842;19,63%;39,24%;38,96%;2,16%;8 502;2 258;2 243;25;4 174;1 513;5 687;1,34;10,09;2,67;0,56;0;5;4;2;;54;228;
SP SUL43252;BPI43252;BPI;SP SUL;01/06/2018;2;0;11;5;18 010;4 800;12 620;1 456;48,83%;13,01%;34,21%;3,95%;4 627;4 553;4 424;146;4 796;1 776;6 572;2,74;2,7;1,92;0,82;2;4;2;1;3;0;0;SP SUL43252
SP ABC/BAIXADA43252;BSA43252;BSA;SP ABC/BAIXADA;01/06/2018;1;0;6;1;10 130;2 400;14 550;1 100;35,95%;8,52%;51,63%;3,90%;9 767;6 371;5 480;110;3 546;1 488;5 034;2,01;1,61;2,89;0,74;1;2;2;0;;97;8;
CENTRO OESTE/MANAUS43252;BSB43252;BSB;CENTRO OESTE/MANAUS;01/06/2018;14;;14;;103 760;;19 182;;84,40%;;15,60%;;0;5 268;5 268;0;8 130;3 062;11 192;9,27;;1,71;;;;;;;0;0;CENTRO OESTE/MANAUS43252
SP ABC/BAIXADA43252;BSP43252;BSP;SP ABC/BAIXADA;01/06/2018;2;;7;4;16 160;;22 390;1 667;40,18%;;55,67%;4,14%;9 257;7 983;7 984;167;4 891;1 915;6 806;2,37;;3,29;0,87;1;0;2;0;;91;36;
CENTRO OESTE/MANAUS43252;BST43252;BST;CENTRO OESTE/MANAUS;01/06/2018;7;;9;;56 040;;8 853;;86,36%;;13,64%;;0;3 429;2 629;0;4 786;1 507;6 293;8,91;;1,41;;3;0;0;0;3;0;64;
SP LESTE43252;BTA43252;BTA;SP LESTE;01/06/2018;3;0;7;3;19 190;2 400;11 050;1 328;56,49%;7,07%;32,53%;3,91%;5 035;4 588;4 351;133;3 699;1 349;5 048;3,8;1,78;2,19;0,98;3;4;2;0;;63;0;SP LESTE43252
SP LESTE43252;BTU43252;BTU;SP LESTE;01/06/2018;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;5;0;SP LESTE43252
RIO DE JANEIRO43252;CAL43252;CAL;RIO DE JANEIRO;01/06/2018;2;0;4;;12 390;14 000;13 870;;30,77%;34,77%;34,45%;;0;5 436;5 517;0;2 265;1 315;3 580;3,46;10,65;3,87;;;;;;;90;0;RIO DE JANEIRO43252
B. SP INTERIOR43252;CAP43252;CAP;B. SP INTERIOR;01/06/2018;1;0;4;3;5 300;4 800;4 390;195;36,09%;32,69%;29,89%;1,33%;0;1 165;1 512;20;1 303;541;1 844;2,87;8,87;2,38;0,36;1;6;1;0;;100;4;
RIO DE JANEIRO43252;CBR43252;CBR;RIO DE JANEIRO;01/06/2018;3;0;3;;22 870;13 630;14 750;;44,62%;26,60%;28,78%;;0;13 066;6 474;0;5 157;2 338;7 495;3,05;5,83;1,97;;;;;;;96;0;RIO DE JANEIRO43252
B. SP INTERIOR43252;CCM43252;CCM;B. SP INTERIOR;01/06/2018;;;;5;;;;246;;;;100,00%;0;25;0;25;1 087;497;1 584;;;;0,49;;;;;;7;0;B. SP INTERIOR43252
RIO DE JANEIRO43252;CCP43252;CCP;RIO DE JANEIRO;01/06/2018;2;0;8;;20 510;4 153;17 440;;48,71%;9,86%;41,42%;;1 011;6 696;6 946;0;4 373;2 599;6 972;2,94;1,6;2,5;;;;;;;73;38;
B. SP INTERIOR43252;CIN43252;CIN;B. SP INTERIOR;01/06/2018;26;;;10;18 200;;;970;94,94%;;;5,06%;0;97;0;97;2 115;911;3 025;6,02;;;1,07;;;;;;99;54;
B. SP INTERIOR43252;CIT43252;CIT;B. SP INTERIOR;01/06/2018;;0;1;9;;2 400;3 120;906;;37,35%;48,55%;14,10%;0;2 052;1 186;91;1 841;998;2 839;;2,4;1,1;0,91;0;7;1;0;1;63;0;B. SP INTERIOR43252
CENTRO OESTE/MANAUS43252;CMC43252;CMC;CENTRO OESTE/MANAUS;01/06/2018;15;;17;;24 276;;7 185;;77,16%;;22,84%;;0;0;0;0;2 011;697;2 708;8,96;;2,65;;;;;;;0;0;CENTRO OESTE/MANAUS43252
B. SP INTERIOR43252;CMM43252;CMM;B. SP INTERIOR;01/06/2018;1;;4;;9 620;;5 180;;65,00%;;35,00%;;0;2 607;2 396;0;1 018;439;1 458;6,6;;3,55;;0;0;1;0;1;94;0;B. SP INTERIOR43252
B. SP CAPITAL43252;CMO43252;CMO;B. SP CAPITAL;01/06/2018;1;0;4;4;9 300;2 100;5 270;598;53,86%;12,16%;30,52%;3,46%;0;2 030;2 040;60;1 798;1 103;2 901;3,21;1,9;1,82;0,54;0;4;1;0;;92;0;B. SP CAPITAL43252
CENTRO OESTE/MANAUS43252;CMS43252;CMS;CENTRO OESTE/MANAUS;01/06/2018;12;;16;;38 550;;10 788;;78,13%;;21,87%;;0;0;0;0;2 224;703;2 926;13,17;;3,69;;;;;;;0;0;CENTRO OESTE/MANAUS43252
RS / PARANÁ43252;CNS43252;CNS;RS / PARANÁ;01/06/2018;;;2;;;;9 810;;;;100,00%;;341;0;2 634;0;4 190;1 356;5 546;;;1,77;;;;;;;0;0;RS / PARANÁ43252
B. SP CAPITAL43252;CNT43252;CNT;B. SP CAPITAL;01/06/2018;5;0;5;9;16 470;3 300;5 726;1 372;61,30%;12,28%;21,31%;5,11%;9 390;174;2 381;137;2 198;1 282;3 480;4,73;2,57;1,65;1,07;2;4;1;3;;0;0;B. SP CAPITAL43252
B. SP CAPITAL43252;CPR43252;CPR;B. SP CAPITAL;01/06/2018;;;3;3;;;2 710;515;;;84,03%;15,97%;0;968;953;52;1 197;820;2 017;;;1,34;0,63;0;0;1;0;1;84;0;B. SP CAPITAL43252
SP INTERIOR43252;CPS43252;CPS;SP INTERIOR;01/06/2018;4;0;5;10;31 620;8 700;12 550;1 229;58,45%;16,08%;23,20%;2,27%;0;8 072;5 250;123;5 218;2 139;7 358;4,3;4,07;1,71;0,57;3;6;0;0;;30;19;
SP INTERIOR43252;CPV43252;CPV;SP INTERIOR;01/06/2018;2;0;3;8;11 570;7 200;17 300;2 056;30,35%;18,88%;45,38%;5,39%;92;8 506;6 407;206;5 098;1 948;7 046;1,64;3,7;2,46;1,06;1;8;1;0;;94;9;
B. SP INTERIOR43252;CRB43252;CRB;B. SP INTERIOR;01/06/2018;25;;18;;16 269;;6 050;;72,89%;;27,11%;;0;812;2 317;0;1 539;798;2 337;6,96;;2,59;;11;0;1;0;11;93;7;
B. SP CAPITAL43252;CSA43252;CSA;B. SP CAPITAL;01/06/2018;;0;5;;13 500;1 800;4 612;;67,80%;9,04%;23,16%;;0;872;1 848;0;1 238;741;1 979;6,82;2,43;2,33;;13;6;2;0;2;96;0;B. SP CAPITAL43252
B. SP CAPITAL43252;CSB43252;CSB;B. SP CAPITAL;01/06/2018;23;;17;;22 800;;11 340;;66,78%;;33,22%;;8 276;4 238;4 237;0;2 337;1 184;3 521;6,47;;3,22;;0;0;3;0;3;97;0;B. SP CAPITAL43252
B. SP CAPITAL43252;CSM43252;CSM;B. SP CAPITAL43252;01/06/2018;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;0;0;#N/A
SP INTERIOR43252;CSS43252;CSS;SP INTERIOR;01/06/2018;3;;12;;22 020;;11 886;;64,94%;;35,06%;;0;3 250;3 250;0;2 898;747;3 645;6,04;;3,26;;;;;;;75;52;
B. SP INTERIOR43252;CST43252;CST;B. SP INTERIOR;01/06/2018;24;0;4;11;18 900;2 400;4 860;616;70,59%;8,96%;18,15%;2,30%;0;2 680;2 351;62;1 195;532;1 727;10,94;4,51;2,81;1,16;0;6;1;0;;92;0;B. SP INTERIOR43252
B. SP CAPITAL43252;CTB43252;CTB;B. SP CAPITAL;01/06/2018;9;;4;4;7 550;;4 820;163;60,24%;;38,46%;1,30%;0;1 868;1 750;16;1 858;1 002;2 860;2,64;;1,69;0,16;9;0;1;0;;99;0;B. SP CAPITAL43252
B. SP CAPITAL43252;CVA43252;CVA;B. SP CAPITAL;01/06/2018;8;;6;1;7 230;;2 100;15;77,37%;;22,47%;0,16%;0;349;784;2;1 033;531;1 564;4,62;;1,34;0,03;7;0;2;0;;70;5;
B. SP INTERIOR43252;CVN43252;CVN;B. SP INTERIOR;01/06/2018;1;0;4;4;5 690;4 200;3 720;532;40,23%;29,70%;26,30%;3,76%;0;977;1 489;53;1 734;690;2 425;2,35;6,08;1,53;0,77;1;6;0;0;1;100;0;B. SP INTERIOR43252
RS / PARANÁ43252;CWB43252;CWB;RS / PARANÁ;01/06/2018;;;2;;;;14 750;;;;100,00%;;0;0;0;0;3 933;1 405;5 338;;;2,76;;;;;;;0;0;RS / PARANÁ43252
RS / PARANÁ43252;CWC43252;CWC;RS / PARANÁ;01/06/2018;;;3;;;;15 990;;;;100,00%;;0;0;0;0;4 619;2 149;6 768;;;2,36;;;;;;;0;0;RS / PARANÁ43252
RS / PARANÁ43252;CWP43252;CWP;RS / PARANÁ;01/06/2018;;;5;;;;7 970;;;;100,00%;;0;0;0;0;3 159;1 126;4 285;;;1,86;;;;;;;0;0;RS / PARANÁ43252
RS / PARANÁ43252;CXS43252;CXS;RS / PARANÁ;01/06/2018;25;0;;;18 528;330;;;98,25%;1,75%;;;0;0;0;0;2 801;671;3 472;5,34;0,49;;;;;;;;74;0;RS / PARANÁ43252
RIO DE JANEIRO43252;DDC43252;DDC;RIO DE JANEIRO;01/06/2018;30;0;4;;17 600;10 500;10 790;;45,26%;27,00%;27,74%;;0;7 792;4 059;0;3 079;1 437;4 517;3,9;7,31;2,39;;;;;;;97;0;RIO DE JANEIRO43252
SP SUL43252;DMA43252;DMA;SP SUL;01/06/2018;3;0;19;6;18 970;3 300;29 583;2 141;35,13%;6,11%;54,79%;3,97%;9 769;12 470;12 499;214;6 106;2 195;8 301;2,29;1,5;3,56;0,98;2;5;4;0;;0;0;SP SUL43252
MINAS43252;ECG43252;ECG;MINAS;01/06/2018;;;3;;;;8 670;;;;100,00%;;0;0;1 417;0;3 332;1 230;4 562;;;1,9;;;;;;;0;0;MINAS43252
SP LESTE43252;ECN43252;ECN;SP LESTE;01/06/2018;2;0;6;5;10 480;3 300;8 960;1 820;42,67%;13,44%;36,48%;7,41%;3 903;2 653;2 723;182;3 614;1 274;4 888;2,14;2,59;1,83;1,43;2;3;1;1;;99;311;
SP INTERIOR43252;ECP43252;ECP;SP INTERIOR;01/06/2018;3;0;6;4;21 780;4 800;16 440;667;49,85%;10,99%;37,63%;1,53%;0;7 230;7 086;67;4 735;1 688;6 423;3,39;2,84;2,56;0,4;0;8;1;0;2;72;0;SP INTERIOR43252
SP CENTRO43252;EPL43252;EPL;SP CENTRO;01/06/2018;5;0;37;7;38 350;13 200;20 990;2 731;50,95%;17,54%;27,89%;3,63%;0;0;6 036;273;7 988;5 584;13 572;2,83;2,36;1,55;0,49;6;6;7;0;;99;240;
SP INTERIOR43252;EPP43252;EPP;SP INTERIOR;01/06/2018;12;;13;4;12 000;;14 320;1 909;42,51%;;50,73%;6,76%;0;3 425;5 146;191;4 005;1 514;5 519;2,17;0;2,59;1,26;;;;;;99;8;
SP CENTRO43252;ERE43252;ERE;SP CENTRO;01/06/2018;5;0;18;7;21 310;3 000;21 318;2 915;43,90%;6,18%;43,92%;6,00%;2 022;9 321;8 824;292;6 280;2 865;9 145;2,33;1,05;2,33;1,02;;;;;;80;73;
SP ABC/BAIXADA43252;EST43252;EST;SP ABC/BAIXADA;01/06/2018;4;;7;7;21 810;;13 120;2 050;58,98%;;35,48%;5,54%;0;5 336;5 536;205;4 358;2 323;6 681;3,26;;1,96;0,88;3;0;1;0;2;89;162;
NORDESTE43252;FOB43252;FOB;NORDESTE;01/06/2018;14;;7;;25 140;;8 470;;74,80%;;25,20%;;0;0;768;0;2 737;1 242;3 978;6,32;;2,13;;;;;;;0;0;NORDESTE43252
NORDESTE43252;FOR43252;FOR;NORDESTE;01/06/2018;14;;10;;31 862;;17 100;;65,07%;;34,93%;;0;0;1 722;0;4 280;1 889;6 168;5,17;;2,77;;;;;;;0;0;NORDESTE43252
CENTRO OESTE/MANAUS43252;GOP43252;GOP;CENTRO OESTE/MANAUS;01/06/2018;1;;2;;6 410;;3 770;;62,97%;;37,03%;;0;0;0;0;3 167;535;3 702;1,73;;1,02;;;;;;;0;0;CENTRO OESTE/MANAUS43252
CENTRO OESTE/MANAUS43252;GOS43252;GOS;CENTRO OESTE/MANAUS;01/06/2018;10;;6;;44 420;;16 890;;72,45%;;27,55%;;0;0;0;0;12 203;3 621;15 824;2,81;;1,07;;;;;;;0;0;CENTRO OESTE/MANAUS43252
