site;mois;poids
FRPG29;1;2,87
FRPG30;1;1,394
FRPG31;1;2,885
FRPG33;1;2,491
FRPG35;1;3,749
FRPG37;1;1,685
FRPG40;1;6,453
FRPG41;1;1,892
FRPG42;1;2,885
FRPG53;1;3,066
FRPG54;1;2,51
FRPG59;1;1,99
FRPG63;1;4,005
FRPG72;1;4,258
FRPG73;1;2,352
FRPG77;1;3,1
FRPG78;1;2,13
FRPG81;1;1,32
FRPG84;1;1,949
FRPG88;1;2,28
FRPG93;1;2,59
FRPG94;1;0,852
FRPH02;1;2,763
FRPH03;1;2,12
FRPH07;1;4,939
FRPH11;1;6,334
FRPH15;1;3,545
FRPH21;1;4,483
FRPH22;1;3,312
FRPH23;1;2,6
FRPH25;1;1,84
FRPH26;1;4,673
FRPH28;1;1,64
FRPH30;1;1,263
FRPH38;1;1,259
FRPH43;1;0,317
FRPH46;1;2,9
FRPH47;1;3,365
FRPH48;1;1,925
FRPH49;1;2,178
FRPH50;1;2,623
FRPH51;1;4,124
FRPH58;1;2,026
FRPH60;1;1,2
FRPH61;1;1,556
FRPH64;1;2,498
FRPH65;1;3,22
FRPH69;1;1,45
FRPH75;1;1,95
FRPH77;1;2,54
FRPH81;1;5,61
FRPH84;1;0,82
FRPH93;1;5,936
FRPH94;1;0,62
FRPH95;1;4,738
FRPH96;1;1,512
FRPH97;1;1,59
FRPI02;1;1,467
FRPI04;1;1,7
FRPI08;1;4,168
FRPI10;1;6,473
FRPI11;1;3,01
FRPI12;1;1,91
FRPI14;1;3,633
FRPI15;1;3,48
FRPI16;1;9,9
FRPI17;1;1,89
FRPI18;1;1,959
FRPI20;1;2,215
FRPI21;1;4,577
FRPI24;1;1,148
FRPI33;1;1,019
FRPI34;1;2,838
FRPI35;1;2,736
FRPI38;1;2,591
FRPI39;1;3,57
FRPI40;1;2,737
FRPI43;1;1,7
FRPI47;1;1,842
FRPI48;1;1,54
FRPI51;1;3,44
FRPI56;1;0,217
FRPI58;1;0,718
FRPI59;1;2,841
FRPI61;1;1,815
FRPI71;1;2,383
FRPI72;1;1,729
FRPI73;1;2,33
FRPI79;1;1,146
FRPI82;1;3,971
FRPI87;1;1,96
FRPI95;1;4,619
FRPI96;1;2,003
FRPI97;1;3,467
FRPJ02;1;1,62
FRPJ05;1;0,4
FRPJ07;1;4,375
FRPJ09;1;1,753
FRPJ11;1;3,566
FRPJ16;1;0,551
FRPJ20;1;1,37
FRPJ23;1;7,727
FRPJ26;1;1
FRPJ30;1;2,091
FRPJ39;1;0,77
FRPJ42;1;2,452
FRPJ44;1;1,459
FRPJ46;1;3,526
FRPJ49;1;2,37
FRPJ52;1;0,825
FRPJ55;1;2,145
FRPJ61;1;0,7
FRPJ62;1;3,15
FRPJ65;1;2,42
FRPJ66;1;1,81
FRPJ80;1;0,34
FRPJ81;1;1,26
FRPJ84;1;4,258
FRPJ89;1;1,1
FRPJ90;1;2,666
FRPJ92;1;3,159
FRPJ93;1;4,08
FRPJ96;1;3,328
FRPJA1;1;2,715
FRPK07;1;3,068
FRPK08;1;2,18
FRPK10;1;2,784
FRPK11;1;4,555
FRPK14;1;5,403
FRPK17;1;3,275
FRPK18;1;3,08
FRPK25;1;7,135
FRPK28;1;2,993
FRPK29;1;2,7
FRPK49;1;3,931
FRPK57;1;0,764
FRPK59;1;1,108
FRPK63;1;3,36
FRPK65;1;1,959
FRPK67;1;3,991
FRPK68;1;1,746
FRPK69;1;0,385
FRPK70;1;1,931
FRPK76;1;3,467
FRPK83;1;1,953
FRPK85;1;1,538
FRPK87;1;3,347
FRPK89;1;0,997
FRPK95;1;0,4
FRPK96;1;0,4
FRPK97;1;3,072
FRPK98;1;2,287
FRPL01;1;4,861
FRPL04;1;2,825
FRPL10;1;5,581
FRPL14;1;2,49
FRPL16;1;0,963
FRPL21;1;2,026
FRPL22;1;2,34
FRPL25;1;1,31
FRPL26;1;1,329
FRPL27;1;3,158
FRPL28;1;3,01
FRPL31;1;7,3
FRPL32;1;0,769
FRPL37;1;1,14
FRPL38;1;2,82
FRPL44;1;2,521
FRPL45;1;4,16
FRPL46;1;3,783
FRPL47;1;2,77
FRPL50;1;4,883
FRPL53;1;4,356
FRPL55;1;3,175
FRPL56;1;2,632
FRPL63;1;2,131
FRPL67;1;3,135
FRPN43;1;1,483
FRPV97;1;0,4
FRPW33;1;3,085
FRPW54;1;1,37
FRPW93;1;1,827
FRPW98;1;2,34
FRPX77;1;3,833
FRPX86;1;1,975
FRPYCK;1;7,3
FRPYIP;1;2,37
FRPZ80;1;1,54
FRPZ81;1;2,55
FRPZ87;1;1,95
FRPZ92;1;0
FRPA01;2;3,22
FRPA13;2;6,933
FRPA36;2;2,14
FRPA69;2;4,75
FRPA94;2;3,479
FRPACX;2;1,82
FRPADB;2;3,985
FRPADI;2;2,596
FRPADQ;2;1,157
FRPAEA;2;3,582
FRPAEU;2;1,331
FRPAFS;2;0,668
FRPAFT;2;2,749
FRPAFW;2;1,545
FRPAFX;2;0,8
FRPAGC;2;2,31
FRPAGD;2;0,6
FRPAGF;2;1,277
FRPAGG;2;1,626
FRPAH3;2;0,831
FRPAHP;2;0,66
FRPAI3;2;2,414
FRPAIP;2;3,32
FRPAIR;2;3,465
FRPAIX;2;1,047
FRPAIZ;2;3,47
FRPAJW;2;0,964
FRPAKC;2;4,065
FRPAKF;2;2,769
FRPAKG;2;0,585
FRPAKH;2;3,342
FRPAKX;2;2,111
FRPAM2;2;2,97
FRPAM3;2;2,572
FRPAM7;2;2,045
FRPAME;2;1,247
FRPAMK;2;3,198
FRPAN6;2;2,519
FRPAP1;2;7,15
FRPASF;2;0,594
FRPAWI;2;1,362
FRPB30;2;2,61
FRPB66;2;1,364
FRPBB3;2;1,8
FRPBB4;2;5,557
FRPBB6;2;0,329
FRPC23;2;2,334
FRPC48;2;5,12
FRPC83;2;0,626
FRPCC1;2;1,449
FRPCFI;2;1,945
FRPCGD;2;3,795
FRPCGE;2;2,805
FRPCGF;2;3,3
FRPCGP;2;4,62
FRPCIP;2;2,836
FRPD28;2;2,593
FRPD45;2;5,17
FRPD55;2;1,454
FRPD56;2;2,964
FRPD83;2;1,767
FRPD84;2;1,662
FRPD89;2;5,484
FRPD93;2;6,039
FRPD98;2;1,035
FRPE01;2;4,907
FRPE15;2;1,738
FRPE16;2;1,757
FRPE18;2;2,39
FRPE19;2;1,182
FRPE20;2;4,31
FRPE26;2;1,165
FRPE27;2;3,186
FRPE28;2;0,66
FRPE35;2;0,599
FRPE36;2;2,941
FRPE38;2;0,312
FRPE47;2;2,94
FRPE52;2;2,85
FRPE53;2;4,488
FRPE56;2;3,923
FRPE64;2;0,66
FRPE70;2;2,225
FRPE74;2;2,665
FRPE75;2;10,214
FRPE78;2;4,004
FRPE83;2;1,22
FRPE89;2;9,62
FRPE90;2;2,621
FRPE95;2;2,41
FRPE96;2;0,907
FRPE98;2;0,84
FRPF03;2;2,632
FRPF04;2;1,59
FRPF08;2;1,64
FRPF12;2;1,626
FRPF13;2;3,195
FRPF19;2;2,79
FRPF24;2;1,627
FRPF26;2;3,754
FRPF30;2;5,393
FRPF49;2;1,12
FRPF50;2;4,313
FRPF58;2;2,467
FRPF59;2;2,91
FRPF64;2;2,681
FRPF67;2;4,04
FRPF69;2;1,832
FRPF70;2;3,098
FRPF71;2;2,426
FRPF72;2;0,4
FRPF74;2;2,562
FRPF79;2;3,18
FRPF80;2;2,64
FRPF81;2;1,218
FRPF82;2;3,445
FRPF84;2;3,007
FRPF85;2;2,775
FRPF89;2;2,724
FRPG01;2;2,14
FRPG02;2;3,11
FRPG13;2;3,027
FRPG15;2;5,223
FRPG17;2;2,31
FRPG23;2;1,35
FRPG25;2;1,184
FRPG29;2;2,61
FRPG30;2;1,288
FRPG31;2;2,915
FRPG33;2;2,316
FRPG35;2;4,473
FRPG37;2;1,623
FRPG40;2;4,725
FRPG41;2;2,175
FRPG42;2;3,658
FRPG53;2;1,949
FRPG54;2;2,207
FRPG59;2;1,65
FRPG63;2;3,18
FRPG72;2;4,965
FRPG73;2;1,923
FRPG77;2;1,75
FRPG78;2;2,81
FRPG81;2;1,32
FRPG84;2;1,439
FRPG88;2;2,2
FRPG93;2;2,161
FRPG94;2;0,923
FRPH02;2;2,39
FRPH03;2;1,92
FRPH07;2;3,296
FRPH11;2;5,262
FRPH15;2;3,102
FRPH21;2;4,64
FRPH22;2;2,307
FRPH23;2;2,102
FRPH25;2;1,86
FRPH26;2;4,62
FRPH28;2;4,38
FRPH30;2;1,636
FRPH38;2;0,727
FRPH43;2;0,116
FRPH46;2;1,74
FRPH47;2;3,119
FRPH48;2;1,244
FRPH49;2;2,144
FRPH50;2;2,894
FRPH51;2;3,186
FRPH58;2;1,753
FRPH60;2;1,04
FRPH61;2;1,097
FRPH64;2;1,831
FRPH65;2;2,16
FRPH69;2;0,89
FRPH75;2;1,8
FRPH77;2;2,86
FRPH81;2;6,105
FRPH84;2;0,809
FRPH93;2;3,136
FRPH94;2;0,52
FRPH95;2;3,964
FRPH96;2;1,328
FRPH97;2;1,97
FRPI02;2;1,228
FRPI04;2;1,45
FRPI08;2;4,918
FRPI09;2;0,106
FRPI10;2;5,412
FRPI11;2;2,22
FRPI12;2;1,862
FRPI14;2;3,114
FRPI15;2;3,39
FRPI16;2;8,58
FRPI17;2;1,776
FRPI18;2;1,743
FRPI20;2;2,049
FRPI21;2;5,1
FRPI24;2;1,295
FRPI33;2;1,32
FRPI34;2;2,72
FRPI35;2;3,213
FRPI38;2;2,22
FRPI39;2;2,66
FRPI40;2;2,429
FRPI43;2;1,76
FRPI47;2;1,249
FRPI48;2;1,61
FRPI51;2;3,275
FRPI56;2;0,056
FRPI58;2;1,53
FRPI59;2;1,765
FRPI61;2;2,052
FRPI71;2;2,241
FRPI72;2;2,071
FRPI79;2;1,459
FRPI82;2;3,905
FRPI87;2;0
FRPI95;2;4,654
FRPI96;2;2,291
FRPI97;2;3
FRPJ02;2;1,14
FRPJ05;2;0,6
FRPJ07;2;3,165
FRPJ09;2;2,24
FRPJ11;2;2,48
FRPJ16;2;0,579
FRPJ20;2;1,14
FRPJ23;2;7,427
FRPJ26;2;1
FRPJ28;2;0,861
FRPJ30;2;2,084
FRPJ39;2;0,88
FRPJ42;2;2,205
FRPJ44;2;1,884
FRPJ46;2;3,465
FRPJ49;2;2,44
FRPJ52;2;0,99
FRPJ55;2;1,485
FRPJ61;2;1,093
FRPJ62;2;2,677
FRPJ65;2;2,93
FRPJ66;2;2,47
FRPJ80;2;0,28
FRPJ81;2;1,25
FRPJ84;2;4,517
FRPJ89;2;2,51
FRPJ90;2;3,118
FRPJ91;2;1,58
FRPJ92;2;3,522
FRPJ93;2;3,29
FRPJ96;2;3,776
FRPJA1;2;3,54
FRPK07;2;2,77
FRPK08;2;2,48
FRPK10;2;3,36
FRPK11;2;3,761
FRPK14;2;5,356
FRPK17;2;4,074
FRPK18;2;2,705
FRPK25;2;6,21
FRPK28;2;2,525
FRPK29;2;2,138
FRPK49;2;4,623
FRPK57;2;0,376
FRPK59;2;1,218
FRPK63;2;3,39
FRPK65;2;1,922
FRPK67;2;3,101
FRPK68;2;0,997
FRPK69;2;1,24
FRPK70;2;1,315
FRPK76;2;3,224
FRPK83;2;2,002
FRPK85;2;1,228
FRPK87;2;4,065
FRPK89;2;0,743
FRPK95;2;0,4
FRPK96;2;0,4
FRPK97;2;2,704
FRPK98;2;1,999
FRPL01;2;4,467
FRPL04;2;2,06
FRPL10;2;4,86
FRPL14;2;2
FRPL16;2;0,826
FRPL21;2;1,757
FRPL22;2;2,51
FRPL25;2;1,17
FRPL26;2;0,944
FRPL27;2;2,79
FRPL28;2;2,962
FRPL31;2;5,88
FRPL32;2;0,864
FRPL37;2;0,92
FRPL38;2;2,523
FRPL44;2;2,636
FRPL45;2;3,54
FRPL46;2;3,712
FRPL47;2;2,19
FRPL50;2;3,346
FRPL53;2;3,298
FRPL55;2;3,338
FRPL56;2;1,347
FRPL63;2;1,748
FRPL67;2;2,805
FRPN43;2;1,231
FRPV97;2;0,4
FRPW32;2;0,597
FRPW33;2;2,195
FRPW54;2;0,68
FRPW93;2;2,215
FRPW98;2;1,94
FRPX77;2;3,532
FRPX86;2;2,594
FRPYCK;2;7,2
FRPYIP;2;1,24
FRPZ80;2;1,04
FRPZ81;2;2,549999997
FRPZ87;2;1,61
FRPZ92;2;0
FRPA01;3;4,06
FRPA13;3;6,076
FRPA36;3;1,909
FRPA69;3;5,45
FRPA94;3;5,589
FRPACX;3;3,04
FRPADB;3;2,665
FRPADI;3;3,847
FRPADQ;3;2,211
FRPAEA;3;2,072
FRPAEU;3;1,572
FRPAFS;3;1,017
FRPAFT;3;2,609
FRPAFW;3;2,145
FRPAFX;3;1
FRPAGC;3;2,469
FRPAGD;3;0,8
FRPAGF;3;2,113
FRPAGG;3;2,383
FRPAH3;3;1,364
FRPAHP;3;0,33
FRPAI3;3;3,145
FRPAIP;3;2,8
FRPAIR;3;3,135
FRPAIX;3;1,93
FRPAIZ;3;2,49
FRPAJW;3;1,304
FRPAKC;3;2,657
FRPAKF;3;3,199
FRPAKG;3;0,74
FRPAKH;3;5,345
FRPAKX;3;2,862
FRPAL9;3;1,261
FRPAM2;3;2,64
FRPAM3;3;3,028
FRPAM7;3;1,875
FRPAME;3;1,457
FRPAMK;3;4,395
FRPAN6;3;3,795
FRPAP1;3;6,488
FRPASF;3;1,14
FRPAWI;3;1,659
FRPB30;3;4,44
FRPB66;3;2,015
FRPBB3;3;2
FRPBB4;3;7,923
FRPBB6;3;1,206
FRPC23;3;3,087
FRPC48;3;5,83
FRPC83;3;0,327
FRPCC1;3;1,403
FRPCFI;3;1,587
FRPCGD;3;4,29
FRPCGE;3;3,135
FRPCGF;3;2,97
FRPCGP;3;4,62
FRPCIP;3;4,242
FRPD28;3;2,825
FRPD45;3;4,59
FRPD55;3;2,055
FRPD56;3;2,743
FRPD83;3;3,83
FRPD84;3;1,947
FRPD89;3;5,065
FRPD93;3;4,748
FRPD98;3;1,441
FRPE01;3;2,736
FRPE15;3;1,822
FRPE16;3;2,204
FRPE18;3;2,197
FRPE19;3;0,982
FRPE20;3;3,927
FRPE24;3;0,681
FRPE26;3;1,301
FRPE27;3;2,997
FRPE28;3;1,47
FRPE35;3;1,484
FRPE36;3;3,917
FRPE47;3;3,013
FRPE52;3;4,205
FRPE53;3;5,011
FRPE56;3;2,636
FRPE64;3;1,32
FRPE70;3;1,994
FRPE74;3;2,779
FRPE75;3;13,32
FRPE78;3;4,521
FRPE83;3;3,099
FRPE89;3;7,6
FRPE90;3;2,585
FRPE95;3;2,995
FRPE96;3;1,348
FRPE98;3;1,307
FRPF03;3;1,994
FRPF04;3;2,46
FRPF08;3;2,04
FRPF12;3;2,309
FRPF13;3;5,298
FRPF19;3;2,621
FRPF24;3;0,817
FRPF26;3;2,611
FRPF30;3;4,063
FRPF48;3;0,33
FRPF49;3;2,49
FRPF50;3;4,47
FRPF58;3;2,978
FRPF59;3;2,409
FRPF64;3;3,275
FRPF67;3;4,559
FRPF69;3;3,091
FRPF70;3;5,137
FRPF71;3;2,682
FRPF72;3;0,5
FRPF74;3;2,634
FRPF79;3;2,72
FRPF80;3;3,29
FRPF81;3;1,355
FRPF82;3;3,1
FRPF84;3;3,316
FRPF85;3;2,915
FRPF89;3;2,788
FRPG01;3;1,34
FRPG02;3;2,055
FRPG13;3;2,836
FRPG15;3;2,63
FRPG17;3;3,3
FRPG23;3;1,15
FRPG25;3;0,839
FRPG29;3;2,65
FRPG30;3;2,069
FRPG31;3;2,438
FRPG33;3;1,87
FRPG35;3;5,885
FRPG37;3;1,954
FRPG40;3;4,247
FRPG41;3;1,576
FRPG42;3;2,932
FRPG53;3;2,195
FRPG54;3;3,17
FRPG59;3;2,24
FRPG63;3;2,517
FRPG72;3;4,428
FRPG73;3;2,672
FRPG77;3;1,05
FRPG78;3;2,11
FRPG81;3;1,65
FRPG84;3;2,553
FRPG88;3;2,54
FRPG93;3;2,326
FRPG94;3;1,555
FRPH02;3;3,325
FRPH03;3;1,98
FRPH07;3;3,63
FRPH11;3;9,356
FRPH15;3;3,622
FRPH21;3;4,715
FRPH22;3;2,435
FRPH23;3;2,692
FRPH25;3;1,04
FRPH26;3;7,09
FRPH28;3;1,26
FRPH30;3;1,616
FRPH38;3;1,429
FRPH46;3;3,57
FRPH47;3;2,551
FRPH48;3;2,013
FRPH49;3;3,794
FRPH50;3;2,413
FRPH51;3;3,708
FRPH58;3;1,89
FRPH60;3;1,06
FRPH61;3;1,53
FRPH64;3;0,955
FRPH65;3;3,48
FRPH69;3;1,277
FRPH75;3;1,05
FRPH77;3;3,24
FRPH80;3;2,329
FRPH81;3;5,28
FRPH84;3;1,088
FRPH93;3;1,648
FRPH94;3;0,65
FRPH95;3;6,944
FRPH96;3;1,248
FRPH97;3;2,07
FRPI02;3;1,799
FRPI04;3;1,16
FRPI08;3;3,499
FRPI10;3;5,215
FRPI11;3;3,53
FRPI12;3;1,83
FRPI14;3;3,32
FRPI15;3;4,25
FRPI17;3;2,73
FRPI18;3;1,346
FRPI20;3;1,971
FRPI21;3;6,98
FRPI24;3;1,821
FRPI33;3;1,584
FRPI34;3;2,445
FRPI35;3;2,96
FRPI38;3;3,479
FRPI39;3;2,44
FRPI40;3;4,781
FRPI43;3;1,125
FRPI47;3;1,933
FRPI48;3;2,6
FRPI51;3;3,147
FRPI56;3;0,111
FRPI58;3;2,623
FRPI59;3;1,393
FRPI61;3;1,71
FRPI71;3;2,877
FRPI72;3;2,342
FRPI73;3;0,849
FRPI79;3;1,781
FRPI82;3;3,81
FRPI87;3;1,05
FRPI95;3;3,274
FRPI96;3;1,969
FRPI97;3;3,25
FRPJ02;3;2,428
FRPJ05;3;0,8
FRPJ07;3;5,018
FRPJ09;3;2,509
FRPJ11;3;3,106
FRPJ16;3;0,413
FRPJ20;3;1,44
FRPJ23;3;10,087
FRPJ26;3;1,25
FRPJ28;3;1,744
FRPJ30;3;2,562
FRPJ39;3;1,19
FRPJ42;3;2,895
FRPJ44;3;2,852
FRPJ46;3;4,795
FRPJ49;3;3,3
FRPJ52;3;0,66
FRPJ55;3;2,805
FRPJ61;3;0,96
FRPJ62;3;3,705
FRPJ65;3;3,24
FRPJ66;3;1,664
FRPJ78;3;2,816
FRPJ80;3;0,4
FRPJ81;3;0,73
FRPJ84;3;2,1
FRPJ89;3;2,25
FRPJ90;3;2,706
FRPJ92;3;4,04
FRPJ93;3;3,757
FRPJ96;3;3,675
FRPJA1;3;2,705
FRPK07;3;1,866
FRPK08;3;2,918
FRPK10;3;3,392
FRPK11;3;3,28
FRPK14;3;4,026
FRPK17;3;2,9
FRPK18;3;3,1
FRPK25;3;7,89
FRPK28;3;3,659
FRPK29;3;3,17
FRPK49;3;4,329
FRPK57;3;0,54
FRPK59;3;1,48
FRPK63;3;3,867
FRPK65;3;3,285
FRPK67;3;4,926
FRPK68;3;2,344
FRPK70;3;1,566
FRPK76;3;2,774
FRPK83;3;2,347
FRPK85;3;1,622
FRPK87;3;3,113
FRPK89;3;0,955
FRPK95;3;0,5
FRPK96;3;0,5
FRPK97;3;2,092
FRPK98;3;2,113
FRPL01;3;5,427
FRPL04;3;2,815
FRPL10;3;6,02
FRPL14;3;2,09
FRPL16;3;1,258
FRPL21;3;2,569
FRPL22;3;2,63
FRPL25;3;1,59
FRPL26;3;1,204
FRPL27;3;3,474
FRPL28;3;3,654
FRPL31;3;4,57
FRPL32;3;0,946
FRPL37;3;1,1
FRPL38;3;2,407
FRPL44;3;2,3
FRPL45;3;3,58
FRPL46;3;3,96
FRPL47;3;2,23
FRPL50;3;4,859
FRPL53;3;5,94
FRPL55;3;4,445
FRPL56;3;3,879
FRPL63;3;3,151
FRPL67;3;2,64
FRPN43;3;1,825
FRPV97;3;0,5
FRPW33;3;5,65
FRPW54;3;1,25
FRPW93;3;4,205
FRPW98;3;1,69
FRPX77;3;3,707
FRPX86;3;1,75
FRPYCK;3;8,7
FRPYIP;3;1,8
FRPZ80;3;1,26
FRPZ81;3;2,7
FRPZ87;3;1,59
FRPZ92;3;0
FRPA01;4;5,59
FRPA13;4;4,825
FRPA36;4;2,673
FRPA51;4;1,638
FRPA69;4;4,99
FRPA90;4;0
FRPA94;4;5,395
FRPACX;4;4,085
FRPAD8;4;1,08
FRPADB;4;2,06
FRPADI;4;3,157
FRPADQ;4;3,522
FRPAEA;4;1,707
FRPAEU;4;1,233
FRPAFS;4;2,64
FRPAFT;4;0,53
FRPAFW;4;2,87
FRPAFX;4;1
FRPAGC;4;1,3
FRPAGF;4;2,673
FRPAGG;4;2,3166
FRPAGJ;4;1,68
FRPAH3;4;0,915
FRPAHP;4;0,477
FRPAI3;4;3,824
FRPAIP;4;2,3
FRPAIR;4;2,1384
FRPAIX;4;1,482
FRPAIZ;4;2,53
FRPAJW;4;1,304
FRPAKC;4;1,782
FRPAKF;4;0,51
FRPAKG;4;2,11
FRPAKH;4;5,1678
FRPAKX;4;3,12
FRPAL9;4;2,91
FRPAM2;4;2,8512
FRPAM3;4;2,43
FRPAM7;4;1,56
FRPAME;4;2,16
FRPAMK;4;5,508
FRPAN3;4;0,5346
FRPAN6;4;2,2692
FRPAP1;4;3,8178
FRPASF;4;0,736
FRPAWI;4;1,441
FRPB30;4;1,93
FRPB48;4;1,9602
FRPB66;4;2,009
FRPBB3;4;1,6
FRPBB4;4;6,687
FRPBB6;4;0,691
FRPC16;4;0
FRPC23;4;1,23
FRPC48;4;3,1725
FRPC83;4;0,69
FRPCC1;4;1,562
FRPCFI;4;2,0304
FRPCGD;4;4,455
FRPCGE;4;2,8512
FRPCGF;4;4,0986
FRPCGP;4;4,455
FRPCIP;4;2,46
FRPD28;4;4,526
FRPD45;4;4,22
FRPD55;4;3,564
FRPD56;4;0,519
FRPD83;4;1,6038
FRPD84;4;2,986
FRPD85;4;0,7128
FRPD89;4;4,691
FRPD90;4;0,798
FRPD93;4;2,673
FRPE01;4;2,93
FRPE15;4;1,142
FRPE16;4;3,839
FRPE18;4;3,643
FRPE19;4;0,84
FRPE20;4;3,355
FRPE24;4;2,208
FRPE26;4;2,758
FRPE27;4;3,05
FRPE28;4;1,22
FRPE35;4;1,538
FRPE36;4;2,966
FRPE38;4;1,844
FRPE47;4;3,486
FRPE52;4;3,4
FRPE53;4;3,35
FRPE56;4;2,985
FRPE64;4;0,931
FRPE70;4;2,8512
FRPE74;4;2,34
FRPE75;4;4,0986
FRPE78;4;3,208
FRPE83;4;3,753
FRPE89;4;9,47
FRPE90;4;2,659
FRPE91;4;1,11
FRPE95;4;3,7
FRPE96;4;1,284
FRPE98;4;1,284
FRPF03;4;1,84
FRPF04;4;1,56
FRPF08;4;3,244
FRPF12;4;2,0304
FRPF13;4;4,628
FRPF19;4;1,065
FRPF24;4;0,912
FRPF26;4;2,424
FRPF30;4;2,8512
FRPF48;4;0,549
FRPF49;4;1,54
FRPF50;4;4,235
FRPF58;4;2,464
FRPF59;4;2,857
FRPF64;4;0,92
FRPF67;4;3,116
FRPF69;4;2,38
FRPF70;4;3,758
FRPF71;4;2,712
FRPF72;4;0,2635
FRPF74;4;2,381
FRPF79;4;3,925
FRPF80;4;3,02
FRPF81;4;1,33
FRPF82;4;2,675
FRPF84;4;2,89
FRPF85;4;2,24
FRPF89;4;3,092
FRPG01;4;1,36
FRPG02;4;1,9
FRPG11;4;0
FRPG13;4;2,321
FRPG15;4;3,204
FRPG17;4;0,937
FRPG23;4;1,36
FRPG25;4;1,095
FRPG29;4;1,93
FRPG30;4;1,691
FRPG31;4;1,0692
FRPG33;4;2,244
FRPG35;4;5,102
FRPG36;4;2,8512
FRPG37;4;3,604
FRPG40;4;2,642
FRPG41;4;1,766
FRPG42;4;2,197
FRPG53;4;3,181
FRPG54;4;2,323
FRPG59;4;1,47
FRPG63;4;2,673
FRPG72;4;4,51
FRPG73;4;1,838
FRPG77;4;2,3166
FRPG78;4;2,03
FRPG81;4;1,518
FRPG84;4;3,179
FRPG88;4;1,72
FRPG93;4;3,257
FRPG94;4;1,504
FRPH02;4;3,019
FRPH03;4;1,78
FRPH05;4;2,4948
FRPH07;4;3,451
FRPH11;4;4,66
FRPH15;4;4,187
FRPH21;4;3,54
FRPH22;4;3,373
FRPH23;4;3,275
FRPH25;4;1,48
FRPH26;4;4,73
FRPH28;4;1,56
FRPH30;4;1,711
FRPH38;4;1,155
FRPH43;4;0,292
FRPH46;4;2,64
FRPH47;4;1,945
FRPH48;4;2,08
FRPH49;4;3,578
FRPH50;4;2,716
FRPH51;4;3,271
FRPH58;4;2,375
FRPH60;4;0,59
FRPH61;4;1,295
FRPH64;4;1,43
FRPH65;4;2,46
FRPH69;4;0,655
FRPH75;4;1,05
FRPH77;4;3,38
FRPH80;4;3,15
FRPH84;4;0,24
FRPH93;4;5,087
FRPH94;4;1,66
FRPH95;4;5,142
FRPH96;4;1,661
FRPH97;4;1,1421
FRPH98;4;1,9602
FRPI02;4;1,496
FRPI04;4;1,59
FRPI08;4;3,7422
FRPI09;4;0,479
FRPI10;4;4,34
FRPI11;4;1,85
FRPI12;4;2,2
FRPI14;4;2,904
FRPI15;4;3,3858
FRPI16;4;8,7318
FRPI17;4;1,7
FRPI18;4;2,835
FRPI20;4;2,523
FRPI21;4;5,1
FRPI24;4;1,84
FRPI33;4;0,85
FRPI34;4;2,75
FRPI35;4;3,12
FRPI38;4;2,649
FRPI39;4;2,48
FRPI40;4;3,649
FRPI43;4;2,3166
FRPI47;4;2,64
FRPI48;4;2,28
FRPI51;4;2,476
FRPI56;4;1,036
FRPI58;4;2,03
FRPI59;4;2,552
FRPI61;4;1,05
FRPI71;4;2,102
FRPI72;4;2,283
FRPI73;4;0
FRPI79;4;2,724
FRPI82;4;2,71
FRPI87;4;1,52
FRPI95;4;1,269
FRPI96;4;3,0294
FRPI97;4;2,955
FRPJ02;4;2,3166
FRPJ05;4;0,2635
FRPJ06;4;3,49
FRPJ07;4;3,077
FRPJ09;4;2,931
FRPJ11;4;4,11
FRPJ16;4;0,495
FRPJ20;4;3,43
FRPJ23;4;3,9204
FRPJ26;4;1,2
FRPJ28;4;2,076
FRPJ30;4;1,649
FRPJ39;4;0,77
FRPJ42;4;6,49
FRPJ44;4;2,454
FRPJ46;4;2,673
FRPJ49;4;2,92
FRPJ52;4;0,439
FRPJ55;4;3,0382
FRPJ61;4;0,86
FRPJ62;4;3,72
FRPJ65;4;3,06
FRPJ66;4;1,8
FRPJ78;4;2,039
FRPJ80;4;0,41
FRPJ81;4;0,85
FRPJ84;4;5,55
FRPJ89;4;1,6497
FRPJ90;4;2,461
FRPJ91;4;2,6
FRPJ92;4;4,78
FRPJ93;4;3,068
FRPJ96;4;4,0076
FRPJA1;4;2,35
FRPK07;4;3,71
FRPK08;4;2,1384
FRPK10;4;3,435
FRPK11;4;2,842
FRPK14;4;3,564
FRPK16;4;1,68
FRPK17;4;3,97
FRPK18;4;2,3166
FRPK25;4;7,22
FRPK28;4;2,827
FRPK29;4;2,515
FRPK49;4;3,612
FRPK54;4;0
FRPK57;4;0,5346
FRPK59;4;1,155
FRPK63;4;4,07
FRPK65;4;2,449
FRPK67;4;5,95
FRPK68;4;2,713
FRPK69;4;0,306
FRPK70;4;1,99
FRPK76;4;4,869
FRPK83;4;1,969
FRPK85;4;1,791
FRPK87;4;2,257
FRPK89;4;1,9602
FRPK95;4;0,2455
FRPK96;4;0,879
FRPK97;4;1,391
FRPK98;4;1,632
FRPL04;4;2,47
FRPL10;4;4,43
FRPL14;4;2,58
FRPL16;4;1,003
FRPL21;4;2,268
FRPL22;4;2,05
FRPL25;4;1,19
FRPL26;4;0,556
FRPL27;4;2,976
FRPL28;4;3,411
FRPL31;4;8,07
FRPL32;4;0,731
