site;mois;poids
FRPAGJ;8;4,16
FRPAH3;8;2,08
FRPAHP;8;1,148
FRPAI3;8;3,807
FRPAIP;8;2,08
FRPAIR;8;4,455
FRPAIX;8;2,22
FRPAIZ;8;2,86
FRPAJW;8;0,972
FRPAKC;8;3,0294
FRPAKF;8;4,57
FRPAKG;8;1,95
FRPAKH;8;4,4415
FRPAKX;8;3,96
FRPAL9;8;2,032
FRPAM3;8;3,734
FRPAM4;8;1,62
FRPAM7;8;1,768
FRPAME;8;2,64
FRPAMK;8;7,104
FRPAN3;8;3,564
FRPAN6;8;3,6649
FRPAP1;8;2,9484
FRPASF;8;2,579
FRPAWI;8;3,66
FRPB30;8;1,08
FRPB48;8;3,564
FRPB66;8;2,177
FRPBB3;8;4,423
FRPBB4;8;7,71
FRPBB6;8;0,437
FRPC16;8;2,4948
FRPC23;8;3,56
FRPC38;8;1,98
FRPC42;8;1,44
FRPC43;8;2,36
FRPC48;8;3,0456
FRPC83;8;1,505
FRPCC1;8;1,327
FRPCFI;8;2,7918
FRPCGD;8;4,5
FRPCGE;8;3,24
FRPCGF;8;3,6
FRPCGP;8;5,200000002
FRPCIP;8;5,032
FRPD28;8;3,564
FRPD45;8;4,26
FRPD55;8;2,3166
FRPD56;8;2,33492
FRPD83;8;3,564
FRPD84;8;1,307
FRPD85;8;0,7128
FRPD89;8;4,852
FRPD90;8;2,47
FRPD93;8;3,564
FRPD98;8;2,0304
FRPE01;8;4,79
FRPE15;8;2,103
FRPE16;8;4,517
FRPE17;8;1,696
FRPE18;8;2,294
FRPE19;8;0,771
FRPE20;8;3,243
FRPE24;8;5,224
FRPE26;8;3,302
FRPE27;8;2,27
FRPE28;8;0,18
FRPE35;8;0,9
FRPE36;8;5,095
FRPE38;8;3,531
FRPE47;8;3,399
FRPE52;8;3,067
FRPE53;8;6,19
FRPE56;8;3,976
FRPE64;8;1,196
FRPE70;8;3,564
FRPE74;8;2,76
FRPE75;8;5,5242
FRPE78;8;4,475
FRPE83;8;5,041
FRPE89;8;5,04
FRPE90;8;3,564
FRPE91;8;1,202
FRPE95;8;4,371
FRPE96;8;1,9035
FRPE98;8;2,3166
FRPF03;8;3,877
FRPF04;8;1,95
FRPF08;8;5,48
FRPF12;8;2,538
FRPF13;8;5,508
FRPF15;8;2,673
FRPF19;8;0,524
FRPF20;8;3,3858
FRPF24;8;1,292
FRPF26;8;2,656
FRPF30;8;3,3858
FRPF48;8;0,908
FRPF49;8;1,8
FRPF50;8;4,905
FRPF58;8;2,005
FRPF59;8;1,08
FRPF64;8;1,11
FRPF67;8;3,564
FRPF69;8;2,24
FRPF70;8;3,6
FRPF71;8;3,784
FRPF72;8;0,83795
FRPF74;8;3,098
FRPF79;8;3,727
FRPF80;8;3,79
FRPF81;8;1,924
FRPF82;8;3,1725
FRPF84;8;2,879
FRPF85;8;1,9035
FRPF89;8;1,62
FRPG01;8;3,28
FRPG02;8;2,3
FRPG06;8;10,51
FRPG11;8;0
FRPG13;8;4,807
FRPG15;8;3,075
FRPG17;8;1,507
FRPG23;8;1,42
FRPG25;8;1,17
FRPG29;8;1,8
FRPG30;8;2,35
FRPG31;8;2,3166
FRPG33;8;2,034
FRPG35;8;4,03
FRPG36;8;3,564
FRPG37;8;3,073
FRPG40;8;2,815
FRPG41;8;2,429
FRPG42;8;2,352
FRPG43;8;0,48
FRPG53;8;1,494
FRPG54;8;3,99
FRPG59;8;1,81
FRPG63;8;3,564
FRPG72;8;4,432
FRPG73;8;3,086
FRPG77;8;2,4894
FRPG78;8;2,12
FRPG79;8;2,545
FRPG81;8;2,484
FRPG84;8;5,062
FRPG88;8;5,8
FRPG93;8;1,716
FRPG94;8;5,003
FRPH02;8;3,362
FRPH03;8;1,7
FRPH05;8;3,564
FRPH07;8;3,088
FRPH11;8;3,952
FRPH15;8;4,66
FRPH21;8;5,912
FRPH22;8;2,678
FRPH23;8;4,835
FRPH25;8;1,24
FRPH26;8;4,71
FRPH28;8;2,43
FRPH30;8;2,115
FRPH35;8;3,564
FRPH38;8;1,17
FRPH43;8;0,303
FRPH46;8;4,17
FRPH47;8;2,106
FRPH48;8;2,661
FRPH49;8;3,657
FRPH50;8;2,011
FRPH51;8;3,258
FRPH58;8;1,919
FRPH60;8;3,02
FRPH61;8;1,162
FRPH64;8;1,54
FRPH65;8;4,09
FRPH67;8;4,455
FRPH69;8;1,17
FRPH73;8;4,379
FRPH75;8;4,32
FRPH77;8;3,57
FRPH80;8;3,131
FRPH81;8;3,9204
FRPH93;8;4,001
FRPH94;8;0,27
FRPH95;8;5,932
FRPH96;8;1,395
FRPH97;8;2,9187
FRPI02;8;2,1573
FRPI04;8;1,26
FRPI08;8;4,2768
FRPI09;8;1,44
FRPI10;8;5,224
FRPI11;8;4,452
FRPI12;8;4,5
FRPI14;8;4,635
FRPI15;8;4,455
FRPI16;8;12,8304
FRPI17;8;4,057
FRPI18;8;2,565
FRPI20;8;2,22
FRPI21;8;4,469
FRPI24;8;1,2
FRPI33;8;3,2
FRPI34;8;3,8
FRPI35;8;3,13
FRPI38;8;2,421
FRPI39;8;3,51
FRPI40;8;5,101
FRPI43;8;1,9602
FRPI47;8;3,36
FRPI48;8;2,88
FRPI51;8;3,788
FRPI56;8;0,5
FRPI58;8;7
FRPI59;8;6,81
FRPI61;8;0,99
FRPI71;8;4,455
FRPI72;8;2,98
FRPI73;8;2,4948
FRPI79;8;2,236
FRPI82;8;5,821
FRPI87;8;0,72
FRPI89;8;2,18
FRPI95;8;2,9187
FRPI96;8;3,7422
FRPI97;8;3,837
FRPI98;8;2,268
FRPJ02;8;1,6038
FRPJ05;8;0,66872
FRPJ06;8;3,84
FRPJ07;8;4,065
FRPJ09;8;4,286
FRPJ11;8;4,14
FRPJ16;8;0,676
FRPJ20;8;3,51
FRPJ23;8;4,0986
FRPJ26;8;1,25
FRPJ28;8;1,351
FRPJ30;8;2,881
FRPJ39;8;1,21
FRPJ42;8;1,973
FRPJ44;8;3,505
FRPJ46;8;3,5532
FRPJ47;8;1,87
FRPJ48;8;0,21
FRPJ49;8;1,37
FRPJ52;8;0,991
FRPJ55;8;3,364
FRPJ61;8;1,095
FRPJ62;8;4,271
FRPJ65;8;3,54
FRPJ66;8;2,8
FRPJ67;8;4,529
FRPJ78;8;5,314
FRPJ80;8;0,36
FRPJ81;8;1,16
FRPJ84;8;5,716
FRPJ89;8;1,5228
FRPJ90;8;3,807
FRPJ91;8;3,96
FRPJ92;8;4,288
FRPJ93;8;3,495
FRPJ96;8;2,1573
FRPJA1;8;4,38465
FRPK07;8;3,17
FRPK08;8;2,1384
FRPK10;8;2,803
FRPK11;8;3,758
FRPK14;8;4,2768
FRPK16;8;3,28
FRPK17;8;3,972
FRPK18;8;2,1384
FRPK25;8;9,187
FRPK28;8;2,538
FRPK29;8;3,146
FRPK49;8;5,835
FRPK54;8;1,3959
FRPK56;8;1,8
FRPK57;8;1,782
FRPK59;8;2,805
FRPK63;8;1,8
FRPK65;8;1,6038
FRPK67;8;5,478
FRPK68;8;4,414
FRPK69;8;0,18
FRPK70;8;3,564
FRPK76;8;3,08
FRPK83;8;1,638
FRPK85;8;1,367
FRPK87;8;4,778
FRPK89;8;1,7766
FRPK94;8;0,90744
FRPK95;8;0,2684
FRPK96;8;0,5357
FRPK97;8;1,528
FRPK98;8;3,938
FRPL01;8;2,99
FRPL04;8;2,99
FRPL10;8;6,022
FRPL14;8;4,059
FRPL16;8;0,36
FRPL21;8;2,665
FRPL22;8;0,82
FRPL25;8;2,13
FRPL26;8;1,112
FRPL27;8;2,951
FRPL28;8;2,63
FRPL31;8;3,14
FRPL32;8;2,478
FRPL37;8;1,12
FRPL38;8;1,726
FRPL44;8;1,393
FRPL45;8;1,7
FRPL46;8;4,9896
FRPL47;8;3,77
FRPL50;8;5,27
FRPL53;8;6,117
FRPL55;8;3,049
FRPL56;8;2,828
FRPL63;8;2,279
FRPL67;8;2,8512
FRPN43;8;3,564
FRPR24;8;2,391
FRPV97;8;0,43821
FRPW32;8;1,84
FRPW33;8;4,21
FRPW54;8;0,73
FRPW93;8;4,933
FRPW98;8;2,41
FRPX77;8;6,101
FRPX86;8;2,8512
FRPYAB;8;1,4256
FRPYCK;8;5,076
FRPYIP;8;0,27535
FRPYIQ;8;2,47
FRPZ80;8;1,49
FRPZ81;8;3,06
FRPZ87;8;3,74
FRPZ99;8;0,672
FRPA01;9;5,72
FRPA13;9;3,43
FRPA36;9;1,4256
FRPA41;9;2,205
FRPA49;9;0,944
FRPA51;9;3,991
FRPA69;9;5,23
FRPA87;9;0
FRPA94;9;6,784
FRPACX;9;2,829
FRPAD8;9;1,44
FRPADB;9;2,27
FRPADI;9;4,32
FRPADQ;9;5,33
FRPADR;9;1,6497
FRPAEA;9;1,431
FRPAEU;9;0,5832
FRPAFS;9;2,64
FRPAFT;9;2,72
FRPAFW;9;2,354
FRPAGC;9;3,44
FRPAGD;9;0
FRPAGF;9;2,1384
FRPAGG;9;2,673
FRPAGJ;9;2,21
FRPAH3;9;5,04
FRPAHP;9;0,889
FRPAI3;9;3,0456
FRPAIP;9;2,51
FRPAIR;9;3,0294
FRPAIX;9;1,868
FRPAIZ;9;2,55
FRPAJW;9;1,488
FRPAKC;9;2,3166
FRPAKF;9;6,07
FRPAKG;9;1,2
FRPAKH;9;4,6953
FRPAKX;9;3,3
FRPAL9;9;2,889
FRPAM3;9;3,471
FRPAM4;9;4,86
FRPAM7;9;0,897
FRPAME;9;2,64
FRPAMK;9;7,052
FRPAN3;9;2,4948
FRPAN6;9;1,0152
FRPAP1;9;3,6855
FRPASF;9;0,838
FRPAWI;9;3,128
FRPB30;9;6,48
FRPB48;9;2,8512
FRPB66;9;2,601
FRPBB3;9;4,455
FRPBB4;9;6,36
FRPBB6;9;0,68
FRPC16;9;1,9602
FRPC23;9;2,38
FRPC38;9;6,479999994
FRPC42;9;3,239999997
FRPC43;9;5,399999995
FRPC48;9;3,807
FRPC83;9;1,249
FRPCC1;9;0,696
FRPCFI;9;2,0304
FRPCGD;9;4,14
FRPCGE;9;2,16
FRPCGF;9;2,7
FRPCGP;9;3,6
FRPCIP;9;4,361
FRPD28;9;2,1384
FRPD45;9;3,05
FRPD55;9;2,4948
FRPD56;9;3,16927
FRPD83;9;2,673
FRPD84;9;1,838
FRPD85;9;0,7128
FRPD89;9;3,839
FRPD90;9;2,371
FRPD93;9;2,8512
FRPD98;9;1,7766
FRPE01;9;4,55
FRPE15;9;1,291
FRPE16;9;5,075
FRPE17;9;3,101
FRPE18;9;1,211
FRPE19;9;0,925
FRPE20;9;2,633
FRPE24;9;3,928
FRPE26;9;3,774
FRPE27;9;2,572
FRPE28;9;2,88
FRPE35;9;2,16
FRPE36;9;3,08
FRPE38;9;4,49
FRPE47;9;3,313
FRPE52;9;5,76
FRPE53;9;2,499
FRPE56;9;5,177
FRPE64;9;1,123
FRPE70;9;2,8512
FRPE74;9;3,08
FRPE75;9;6,7716
FRPE78;9;3,441
FRPE83;9;3,862
FRPE89;9;7,56
FRPE90;9;2,4948
FRPE91;9;0,595
FRPE95;9;1,537
FRPE96;9;1,5228
FRPE98;9;1,4256
FRPF03;9;2,617
FRPF04;9;2,88
FRPF08;9;3,564
FRPF12;9;2,0304
FRPF13;9;4,207
FRPF15;9;2,8512
FRPF19;9;0,32
FRPF20;9;2,8512
FRPF24;9;0,979
FRPF26;9;0,941
FRPF30;9;2,4948
FRPF45;9;2,57
FRPF48;9;0,535
FRPF49;9;0,72
FRPF50;9;4,221
FRPF58;9;2,713
FRPF59;9;3,6
FRPF64;9;1,24
FRPF67;9;4,455
FRPF69;9;2,202
FRPF70;9;2,88
FRPF71;9;1,838
FRPF72;9;0,77857
FRPF74;9;2,611
FRPF79;9;3,546
FRPF80;9;3
FRPF81;9;1,311
FRPF82;9;2,538
FRPF84;9;3,216
FRPF85;9;3,9339
FRPF89;9;3,6
FRPG01;9;2,18
FRPG02;9;1,48
FRPG06;9;8,74
FRPG11;9;0
FRPG13;9;3,325
FRPG15;9;3,479
FRPG17;9;2,165
FRPG23;9;1,15
FRPG25;9;0,681
FRPG29;9;3,6
FRPG30;9;2,009
FRPG31;9;3,0294
FRPG33;9;1,668
FRPG35;9;4,996
FRPG36;9;2,8512
FRPG37;9;3,376
FRPG39;9;1,43
FRPG40;9;2,358
FRPG41;9;1,988
FRPG42;9;2,989
FRPG43;9;1,08
FRPG53;9;2,143
FRPG54;9;5,132
FRPG59;9;1,8
FRPG63;9;2,8512
FRPG72;9;3,646
FRPG73;9;3,802
FRPG77;9;3,9204
FRPG78;9;3,21
FRPG79;9;3,296
FRPG81;9;1,416
FRPG84;9;4,112
FRPG88;9;4,33
FRPG93;9;2,717
FRPG94;9;3,048
FRPH02;9;3,036
FRPH03;9;1,4
FRPH05;9;2,8512
FRPH07;9;3,011
FRPH11;9;4,609
FRPH15;9;5,867
FRPH21;9;3,923
FRPH22;9;3,503
FRPH23;9;3,012
FRPH25;9;1,17
FRPH26;9;3,021
FRPH28;9;5,5
FRPH30;9;1,75
FRPH35;9;2,8512
FRPH38;9;1,477
FRPH43;9;0,447
FRPH46;9;3,31
FRPH47;9;4,37
FRPH48;9;2,05
FRPH49;9;3,491
FRPH50;9;2,642
FRPH51;9;1,64
FRPH58;9;1,27
FRPH60;9;2,88
FRPH61;9;1,367
FRPH64;9;2,88
FRPH65;9;1,96
FRPH67;9;3,7422
FRPH69;9;1,09
FRPH73;9;5,493
FRPH75;9;3,6
FRPH80;9;1,771
FRPH81;9;4,8114
FRPH93;9;3,699
FRPH94;9;0,42
FRPH95;9;3,72
FRPH96;9;1,812
FRPH97;9;3,0456
FRPI02;9;1,7766
FRPI04;9;2,88
FRPI08;9;5,346
FRPI09;9;2,16
FRPI10;9;4,592
FRPI11;9;1,555
FRPI12;9;3,5
FRPI14;9;6,662
FRPI15;9;6,0588
FRPI16;9;11,9394
FRPI17;9;3,033
FRPI18;9;3,039
FRPI20;9;2,706
FRPI21;9;5,578
FRPI24;9;2,22
FRPI33;9;2,2
FRPI34;9;3,3
FRPI35;9;4,281
FRPI38;9;3,389
FRPI39;9;1,1
FRPI40;9;3,786
FRPI43;9;1,2474
FRPI47;9;2,16
FRPI48;9;2,88
FRPI51;9;3,686
FRPI56;9;0,74
FRPI58;9;5,9
FRPI59;9;5,24
FRPI61;9;1,27
FRPI71;9;3,564
FRPI72;9;2,259
FRPI73;9;1,782
FRPI79;9;2,299
FRPI82;9;5,802
FRPI87;9;19,799999999
FRPI89;9;7,02
FRPI95;9;2,538
FRPI96;9;2,8512
FRPI97;9;2,177
FRPI98;9;1,728
FRPJ02;9;3,0294
FRPJ05;9;0,37
FRPJ06;9;5
FRPJ07;9;4,165
FRPJ09;9;3,54
FRPJ11;9;2,16
FRPJ16;9;0,982
FRPJ20;9;3,4
FRPJ23;9;4,9896
FRPJ28;9;2,02
FRPJ30;9;2,466
FRPJ39;9;0,53
FRPJ42;9;2,744
FRPJ44;9;4,338
FRPJ46;9;2,7918
FRPJ47;9;2,48
FRPJ48;9;1,45
FRPJ49;9;2,21
FRPJ52;9;0,922
FRPJ55;9;3,602
FRPJ61;9;0,657
FRPJ62;9;3,525
FRPJ65;9;1,91
FRPJ66;9;2,1
FRPJ67;9;3,234
FRPJ78;9;4,728
FRPJ80;9;0
FRPJ81;9;1,14
FRPJ82;9;0
FRPJ84;9;3,494
FRPJ89;9;1,9035
FRPJ90;9;2,0304
FRPJ91;9;3,08
FRPJ92;9;3,94
FRPJ93;9;3,516
FRPJ96;9;1,3959
FRPJA1;9;5,82045
FRPK07;9;2,74
FRPK08;9;2,673
FRPK10;9;3,141
FRPK11;9;3,2
FRPK14;9;3,564
FRPK16;9;2,26
FRPK17;9;1,502
FRPK18;9;2,4948
FRPK25;9;5,832
FRPK28;9;2,0304
FRPK29;9;2,407
FRPK49;9;3,862
FRPK54;9;1,5228
FRPK56;9;3,78
FRPK57;9;1,782
FRPK59;9;1,88
FRPK63;9;1,44
FRPK65;9;1,782
FRPK67;9;4,799
FRPK68;9;2,446
FRPK69;9;0
FRPK70;9;2,8512
FRPK75;9;0
FRPK76;9;3,6
FRPK83;9;1,237
FRPK85;9;1,927
FRPK87;9;3,272
FRPK89;9;1,6497
FRPK94;9;0,41778
FRPK95;9;0,22778
FRPK96;9;0,41778
FRPK97;9;1,747
FRPK98;9;2,965
FRPL01;9;4,07
FRPL04;9;3,088
FRPL10;9;2,903
FRPL14;9;2,472
FRPL16;9;1,44
FRPL21;9;2,833
FRPL22;9;4,319999999
FRPL25;9;2,2
FRPL26;9;1,16
FRPL27;9;2,483
FRPL28;9;3,08
FRPL31;9;2,64
FRPL32;9;1,855
FRPL37;9;1,5
FRPL38;9;1,673
FRPL44;9;2,645
FRPL45;9;1,4
FRPL46;9;3,9204
FRPL47;9;2,93
FRPL50;9;4,294
FRPL53;9;3,876
FRPL55;9;1,791
FRPL56;9;2,331
FRPL63;9;1,859
FRPL67;9;2,8512
FRPN43;9;2,8512
FRPR24;9;2,743
FRPV97;9;0,74528
FRPW32;9;3,45
FRPW33;9;5,16
FRPW54;9;1,3
FRPW93;9;5,365
FRPW98;9;2,1
FRPX77;9;5,882
FRPX86;9;1,782
FRPYAB;9;1,2474
FRPYCK;9;5,7105
FRPYIP;9;0,0825
FRPYIQ;9;1,64
FRPZ80;9;0,84
FRPZ81;9;3,6
FRPZ87;9;3,06
FRPZ92;9;0
FRPZ99;9;0,715
FRPA01;10;5,45
FRPA13;10;3,343
FRPA36;10;1,6038
FRPA41;10;1,215
FRPA49;10;0,834
FRPA51;10;2,946
FRPA69;10;4,77
FRPA87;10;0
FRPA94;10;4,936
FRPACX;10;0,89
FRPAD8;10;1,8
FRPADB;10;1,74
FRPADI;10;1,604
FRPADQ;10;3,544
FRPADR;10;2,538
FRPAEA;10;1,336
FRPAEU;10;1,1421
FRPAFS;10;1,92
FRPAFT;10;2,94
FRPAFW;10;3,946
FRPAGC;10;2,66
FRPAGF;10;2,3166
FRPAGG;10;2,0304
FRPAGJ;10;2,58
FRPAH3;10;2,315
FRPAHP;10;0,981
FRPAI3;10;3,0456
FRPAIP;10;2,04
FRPAIR;10;3,0294
FRPAIX;10;1,67
FRPAIZ;10;4,25
FRPAJW;10;1,214
FRPAKC;10;1,6038
FRPAKF;10;5,94
FRPAKG;10;1,4
FRPAKH;10;3,9339
FRPAKX;10;2,48
FRPAL9;10;1,987
FRPAM3;10;3,835
FRPAM4;10;1,958
FRPAM7;10;1,311
FRPAME;10;2,88
FRPAMK;10;7,679
FRPAN3;10;1,782
FRPAN6;10;1,5228
FRPAP1;10;3,564
FRPASF;10;1,184
FRPAWI;10;2,427
FRPB30;10;3,386
FRPB48;10;2,673
FRPB66;10;1,318
FRPBB3;10;3,564
FRPBB4;10;6,54
FRPBB6;10;1,074
FRPC16;10;2,1384
FRPC23;10;2,5
FRPC38;10;2,67
FRPC39;10;1,424
FRPC42;10;2,492
FRPC43;10;2,849
FRPC48;10;3,0456
FRPC83;10;0,987
FRPCC1;10;0,767
FRPCFI;10;2,0304
FRPCGD;10;5,94
FRPCGE;10;3,6
FRPCGF;10;4,86
FRPCGP;10;5,4
FRPCIP;10;3,192
FRPD28;10;2,8512
FRPD45;10;3,66
FRPD55;10;2,1384
FRPD83;10;2,4948
FRPD84;10;1,146
FRPD85;10;0,7128
FRPD89;10;2,657
FRPD90;10;1,801
FRPD93;10;2,8512
FRPD98;10;1,6497
FRPE01;10;4,11
FRPE15;10;1,266
FRPE16;10;2,733
FRPE17;10;2,42
FRPE18;10;1,23
FRPE19;10;0,809
FRPE20;10;1,609
FRPE24;10;3,486
FRPE26;10;2,507
FRPE27;10;1,724
FRPE28;10;0,712
FRPE35;10;0,712
FRPE36;10;2,988
FRPE38;10;2,405
FRPE47;10;2,387
FRPE52;10;4,087
FRPE53;10;4,186
FRPE56;10;3,299
FRPE64;10;0,807
FRPE70;10;3,2076
FRPE74;10;1,66
FRPE75;10;5,346
FRPE78;10;3,469
FRPE83;10;2,83
FRPE85;10;0
FRPE89;10;5,525
FRPE90;10;2,673
FRPE91;10;0,774
FRPE95;10;2,6
FRPE96;10;1,5228
FRPE98;10;1,4256
FRPF03;10;3,53
FRPF04;10;1,603
FRPF08;10;3,418
FRPF12;10;1,9035
FRPF13;10;3,419
FRPF15;10;2,1384
FRPF19;10;0,389
FRPF20;10;2,8512
FRPF24;10;0,61
FRPF26;10;1,459
FRPF30;10;3,0294
FRPF45;10;1,4
FRPF48;10;0,835
FRPF49;10;0,89
FRPF50;10;3,973
FRPF58;10;2,347
FRPF59;10;4,989
FRPF64;10;0,77
FRPF67;10;3,2076
FRPF69;10;2,361
FRPF70;10;3,564
FRPF71;10;1,603
FRPF74;10;2,218
FRPF79;10;4,558
FRPF80;10;2,89
FRPF81;10;1,13
FRPF82;10;3,1725
FRPF84;10;2,095
FRPF85;10;3,9339
FRPF89;10;1,782
FRPG01;10;2,3
FRPG02;10;1,24
FRPG06;10;9,96
FRPG11;10;0,83
FRPG13;10;3,49
FRPG15;10;2,657
FRPG17;10;2,116
FRPG23;10;1,17
FRPG25;10;0,603
FRPG29;10;3,564
FRPG30;10;1,564
FRPG31;10;1,2474
FRPG33;10;1,352
FRPG35;10;4,856
FRPG36;10;3,3858
FRPG37;10;2,007
FRPG39;10;0,612
FRPG40;10;2,856
FRPG41;10;2,217
FRPG42;10;1,701
FRPG43;10;0,22
FRPG53;10;1,46
FRPG54;10;2,852
FRPG59;10;0,93
FRPG60;10;0,56
FRPG63;10;2,8512
FRPG72;10;3,259
FRPG73;10;2,397
FRPG77;10;2,673
FRPG78;10;1,94
FRPG79;10;1,675
FRPG81;10;0,848
FRPG84;10;3,093
FRPG88;10;3,11
FRPG89;10;1,0692
FRPG93;10;1,544
FRPG94;10;3,358
FRPH02;10;2,394
FRPH03;10;1,56
FRPH05;10;3,564
FRPH07;10;3,146
FRPH11;10;3,205
FRPH15;10;2,532
FRPH21;10;4,869
FRPH22;10;1,807
FRPH23;10;2,735
FRPH25;10;1,64
FRPH26;10;3,25
FRPH28;10;5,78
FRPH30;10;1,159
FRPH35;10;2,8512
FRPH38;10;1,186
FRPH43;10;0,499
FRPH46;10;2
FRPH47;10;5,148
FRPH48;10;1,699
FRPH49;10;3,991
FRPH50;10;1,778
FRPH51;10;2,578
FRPH58;10;0,453
FRPH60;10;3,66
FRPH61;10;1,093
FRPH64;10;0,89
FRPH65;10;2,88
FRPH67;10;3,2076
FRPH69;10;0,9
FRPH73;10;3,677
FRPH75;10;2,88
FRPH77;10;1,58
FRPH80;10;2,019
FRPH81;10;3,564
FRPH84;10;1,2
FRPH93;10;3,734
FRPH94;10;0,39
FRPH95;10;3,968
FRPH96;10;1,072
FRPH97;10;2,7918
FRPI02;10;1,6497
FRPI04;10;3,921
FRPI08;10;4,0986
FRPI09;10;0,178
FRPI10;10;5,663
FRPI11;10;1,723
FRPI12;10;3,6
FRPI14;10;3,707
FRPI15;10;4,8114
FRPI16;10;9,801
FRPI17;10;2,404
FRPI18;10;2,439
FRPI20;10;4,562
FRPI21;10;4,155
FRPI24;10;1,73
FRPI33;10;0,64
FRPI34;10;2,8
FRPI35;10;3,368
FRPI38;10;1,955
FRPI39;10;1,39
FRPI40;10;2,738
FRPI43;10;1,6038
FRPI47;10;1,68
FRPI48;10;0,891
FRPI51;10;2,409
FRPI56;10;0,41
FRPI57;10;1,88
FRPI58;10;4,6212
FRPI59;10;4,25
FRPI61;10;0,44
FRPI71;10;4,2768
FRPI72;10;2,282
FRPI73;10;1,4256
FRPI79;10;1,964
FRPI82;10;4,022
FRPI87;10;3,384
FRPI89;10;2,314
FRPI95;10;2,7918
FRPI96;10;3,564
FRPI97;10;3,661
FRPI98;10;2,052
FRPJ02;10;1,9602
FRPJ06;10;3,43
FRPJ07;10;3,076
FRPJ09;10;2,738
FRPJ11;10;3,564
FRPJ16;10;2,472
FRPJ20;10;1,77
FRPJ23;10;3,9204
FRPJ28;10;1,045
FRPJ30;10;1,66
FRPJ39;10;0,55
FRPJ42;10;2,235
FRPJ44;10;2,545
FRPJ46;10;3,9339
FRPJ47;10;2,26
FRPJ48;10;1,69
FRPJ49;10;2,26
FRPJ52;10;0,41
FRPJ55;10;2,004
FRPJ61;10;0,438
FRPJ62;10;3,21
FRPJ65;10;1,92
FRPJ66;10;1,71
FRPJ67;10;2,17
FRPJ78;10;3,472
FRPJ80;10;0
FRPJ81;10;0,95
FRPJ82;10;0
FRPJ84;10;2,5
FRPJ89;10;1,5228
FRPJ90;10;2,9187
FRPJ91;10;1,32
FRPJ92;10;2,87
FRPJ93;10;2,853
FRPJ96;10;2,0304
FRPK07;10;1,62
FRPK08;10;2,1384
FRPK10;10;1,979
FRPK11;10;1,997
FRPK14;10;4,455
FRPK16;10;2,31
FRPK17;10;1,867
FRPK18;10;1,782
FRPK25;10;6,23
FRPK28;10;1,6497
FRPK29;10;2,445
FRPK49;10;3,909
FRPK54;10;1,3959
FRPK56;10;2,314
FRPK57;10;1,2474
FRPK59;10;2,103
FRPK63;10;2,851
FRPK65;10;1,4256
FRPK67;10;3,319
FRPK68;10;3,347
FRPK69;10;0,712
FRPK70;10;2,3166
FRPK75;10;0
FRPK76;10;2,852
FRPK83;10;1,285
FRPK85;10;1,465
FRPK87;10;3,071
FRPK89;10;1,3959
FRPK97;10;2,021
FRPK98;10;2,461
FRPL01;10;2,24
FRPL04;10;1,887
FRPL10;10;4,298
FRPL14;10;1,632
FRPL16;10;2,317
FRPL21;10;1,808
FRPL22;10;1,958
FRPL25;10;1,59
FRPL26;10;0,769
FRPL27;10;2,163
FRPL28;10;1,91
FRPL31;10;2,25
FRPL32;10;2,203
FRPL37;10;1,12
FRPL38;10;1,414
FRPL44;10;3,425
FRPL45;10;1,5
FRPL46;10;3,564
FRPL47;10;2,86
FRPL50;10;4,169
FRPL53;10;2,535
FRPL55;10;1,564
FRPL56;10;2,431
FRPL63;10;2,231
FRPL67;10;1,6038
FRPN43;10;2,8512
FRPR24;10;0,88
FRPW32;10;1,83
FRPW33;10;2,81
FRPW54;10;0,55
FRPW93;10;4,287
FRPW98;10;1,4
FRPX77;10;4,774
FRPX86;10;1,9602
FRPYAB;10;0,7128
FRPYCK;10;5,5836
FRPYIQ;10;1,96
FRPZ80;10;0,7
FRPZ81;10;2,88
FRPZ87;10;3,14
FRPZ92;10;0
FRPZ99;10;0,645
FRPA01;11;4,13
FRPA13;11;3,118
FRPA36;11;2,673
FRPA41;11;1,537
FRPA49;11;1,028
FRPA51;11;3,684
FRPA69;11;5,24
FRPA87;11;0
FRPA94;11;5,679
FRPACX;11;2,825
FRPAD8;11;1,62
FRPADB;11;1,63
FRPADI;11;1,9602
FRPADQ;11;2,536
FRPADR;11;2,538
FRPAEA;11;1,429
FRPAEU;11;1,269
FRPAFS;11;2,64
FRPAFT;11;2,99
FRPAFW;11;2,955
FRPAGC;11;2,64
FRPAGF;11;2,673
FRPAGG;11;2,4111
FRPAGJ;11;3,19
FRPAH3;11;2,1384
FRPAHP;11;1,415
FRPAI3;11;3,1725
FRPAIP;11;0,98
FRPAIR;11;2,4948
FRPAIX;11;1,878
FRPAIZ;11;4,15
FRPAJW;11;1,092
FRPAKC;11;2,1384
FRPAKF;11;6,2
FRPAKG;11;1
FRPAKH;11;3,5532
FRPAKX;11;3,92
FRPAL9;11;2
FRPAM2;11;1,2312
FRPAM3;11;3,05
FRPAM4;11;2,3166
FRPAM7;11;1,535
FRPAME;11;2,16
FRPAMK;11;8,907
FRPAN3;11;1,783
FRPAN6;11;1,6497
FRPAP1;11;4,5036
FRPASF;11;1,393
FRPAWI;11;3,968
FRPB30;11;2,673
FRPB48;11;2,8512
FRPB66;11;0,937
FRPBB3;11;3,564
